Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,PowerConsumption_Zone1,PowerConsumption_Zone2,PowerConsumption_Zone3,Hour,Day,Month,Season,Temp_Bins
2017-02-22 20:00:00,13.17667,67.56667,0.082,0.05933,0.11017,42027.45763,25846.20061,27928.76382,20,Wednesday,2,Winter,"(10.821, 18.039]"
2017-02-22 21:00:00,12.96333,66.67833,0.08333,0.05883,0.09883,40299.66102,25049.84802,27537.04522,21,Wednesday,2,Winter,"(10.821, 18.039]"
2017-02-22 22:00:00,12.83833,66.11,0.08483,0.0415,0.13517,36662.0339,22737.99392,25313.12563,22,Wednesday,2,Winter,"(10.821, 18.039]"
2017-02-22 23:00:00,12.90667,64.42333,0.0845,0.04567,0.1195,32120.33898,17674.16413,22049.12562,23,Wednesday,2,Winter,"(10.821, 18.039]"
2017-02-23 00:00:00,14.22833,54.68833,0.084,0.05517,0.11383,28552.88136,15189.05775,18743.63819,0,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 01:00:00,13.37667,59.83167,0.08467,0.04533,0.12883,25207.11864,13001.82371,16872.84422,1,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 02:00:00,13.285,59.22333,0.08433,0.0525,0.10933,23192.54237,11961.09422,15870.39196,2,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 03:00:00,13.05833,58.73333,0.08433,0.05867,0.118,22455.25424,11522.79635,15274.13065,3,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 04:00:00,13.59833,58.01667,0.08233,0.0555,0.12433,21903.05085,11499.08814,15156.42211,4,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 05:00:00,13.74,59.035,0.08217,0.05933,0.10583,23599.32204,12367.78116,15912.84422,5,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 06:00:00,14.63833,56.365,0.081,0.0525,0.11633,23383.72882,12285.71429,14893.02512,6,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 07:00:00,15.005,57.615,0.08,0.75217,0.75917,23538.30508,12945.89666,12257.12563,7,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 08:00:00,15.36667,57.67833,0.0805,83.755,84.76333,26663.38983,14452.88754,12726.03015,8,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 09:00:00,15.59667,57.67333,0.07983,131.01667,129.58333,30521.69492,16690.57751,14309.30653,9,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 10:00:00,16.43667,56.56,0.08183,501.93333,514.9,34209.15254,18455.92705,14451.13568,10,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 11:00:00,17.13833,55.62167,0.0815,704.86667,740.43333,36642.71186,19694.83283,15651.37688,11,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 12:00:00,17.58167,53.63833,0.08133,713.16667,762.83333,38513.89831,19568.38906,16671.19598,12,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 13:00:00,17.94333,53.47167,0.08083,795.16667,852.5,37539.66102,19574.46808,17535.67839,13,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 14:00:00,18.1,54.78333,0.08117,709.8,767.63333,36582.71186,20356.83891,17305.08543,14,Thursday,2,Winter,"(18.039, 25.258]"
2017-02-23 15:00:00,17.79833,57.715,1.8875,555.6,604.21667,35308.47458,21632.82675,16655.75879,15,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 16:00:00,16.44333,67.32333,4.92083,346.3,378.5,34147.11864,21081.45897,16043.09548,16,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 17:00:00,15.625,70.76667,4.9165,91.45,93.96,33825.76271,20847.41641,16586.29145,17,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 18:00:00,14.895,71.53333,4.9165,45.09167,49.705,41771.18644,25436.47416,23945.00503,18,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 19:00:00,14.38833,74.63333,4.872,1.55033,1.61433,44492.54237,26643.769,25381.62814,19,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 20:00:00,14.19167,75.3,0.0795,0.0355,0.13867,44400.0,26626.74772,25714.49246,20,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 21:00:00,14.24,73.39833,0.08167,0.03133,0.14183,42890.84746,25936.77811,25161.64824,21,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 22:00:00,14.58167,65.92833,0.08183,0.02683,0.13033,39285.76271,23761.09422,23303.39698,22,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-23 23:00:00,15.26333,56.42667,0.08067,0.03433,0.12283,34023.05085,20487.53799,20089.56784,23,Thursday,2,Winter,"(10.821, 18.039]"
2017-02-24 00:00:00,15.86667,54.1,0.08017,0.04217,0.1315,28726.77966,17435.25836,17239.47739,0,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 01:00:00,15.715,58.18833,0.08033,0.057,0.10917,25129.83051,15184.80243,15412.1005,1,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 02:00:00,15.385,65.695,0.07867,0.04167,0.11683,23477.28814,14119.75684,14463.67839,2,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 03:00:00,14.82667,71.45833,0.08167,0.04267,0.15133,22647.45763,13684.49848,13911.799,3,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 04:00:00,13.94667,74.88333,0.08433,0.04667,0.15433,22348.47458,13657.75076,13960.0402,4,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 05:00:00,12.895,69.13333,0.0845,0.03967,0.1595,23808.81356,14387.23404,14489.72864,5,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 06:00:00,12.05333,65.42167,0.0805,0.0555,0.12617,23357.28814,14468.69301,13539.37688,6,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 07:00:00,11.60167,65.26833,0.08317,0.87333,0.91033,23358.30508,15172.03648,10936.28141,7,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 08:00:00,11.4,67.21167,0.08433,83.445,84.49667,25747.11864,16703.95137,11340.54271,8,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 09:00:00,12.20667,63.095,0.08433,273.03333,281.16667,29096.94915,18771.42857,13016.44221,9,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 10:00:00,12.90667,58.10667,0.08383,451.98333,475.6,31914.91525,20253.49544,14240.80402,10,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 11:00:00,13.60667,55.76,0.08517,588.38333,626.41667,32838.30508,21367.17325,15342.63317,11,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 12:00:00,14.60167,50.69333,0.0845,669.55,720.46667,32851.52542,21527.65957,15839.51759,12,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 13:00:00,14.95333,46.16833,0.08517,700.08333,577.03,33538.98305,21361.70213,16208.0804,13,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 14:00:00,15.28167,44.235,0.0855,666.78333,42.71,33442.37288,20982.97872,15379.29648,14,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 15:00:00,15.66333,40.60333,0.085,576.58333,39.56667,33026.44068,20665.04559,15013.62814,15,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 16:00:00,15.57667,45.57167,0.084,429.33333,256.49833,32414.23729,19807.29483,14660.50251,16,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 17:00:00,14.77667,50.545,0.0835,246.11667,279.18333,32174.23729,19475.37994,15267.37688,17,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 18:00:00,13.64333,55.08,0.08333,77.3,89.32833,40524.40678,24066.2614,22621.26633,18,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 19:00:00,13.075,54.22167,0.0825,2.21617,2.19983,43633.22034,25576.8997,24679.23618,19,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 20:00:00,13.6,53.855,0.08033,0.05,0.12667,43765.42373,25503.95137,25285.14573,20,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 21:00:00,13.55833,56.89167,0.08367,0.0575,0.11933,42080.33898,24646.20061,24596.26131,21,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 22:00:00,12.51167,60.52333,0.08633,0.057,0.11433,37716.61017,22781.15502,22751.51759,22,Friday,2,Winter,"(10.821, 18.039]"
2017-02-24 23:00:00,12.11,61.63667,0.0865,0.05867,0.0995,32619.66102,19717.32523,20244.90452,23,Friday,2,Winter,"(10.821, 18.039]"
2017-02-25 00:00:00,12.18333,60.87,0.08683,0.05567,0.0925,27706.77966,17014.58966,17312.80402,0,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 01:00:00,11.31667,64.12333,0.08767,0.04083,0.13417,24273.55932,14924.62006,15217.20603,1,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 02:00:00,11.11167,63.54,0.08667,0.049,0.1285,22733.89831,13621.2766,14400.96482,2,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 03:00:00,10.05,67.30167,0.08733,0.0395,0.12667,21963.05085,13088.1459,13811.45729,3,Saturday,2,Winter,"(3.566, 10.821]"
2017-02-25 04:00:00,8.86833,73.0,0.08633,0.06533,0.1465,21720.0,12636.47416,13733.30654,4,Saturday,2,Winter,"(3.566, 10.821]"
2017-02-25 05:00:00,8.20833,77.0,0.0865,0.05133,0.14717,22839.66102,13299.69605,14432.80402,5,Saturday,2,Winter,"(3.566, 10.821]"
2017-02-25 06:00:00,7.85667,77.78333,0.08467,0.05017,0.13367,21738.30508,12723.40425,13275.9799,6,Saturday,2,Winter,"(3.566, 10.821]"
2017-02-25 07:00:00,7.0245,81.21667,0.086,0.63433,0.68733,20877.9661,12249.84803,10719.19598,7,Saturday,2,Winter,"(3.566, 10.821]"
2017-02-25 08:00:00,8.10667,76.15,0.08417,70.297,70.92167,23669.49152,14032.21884,11424.48241,8,Saturday,2,Winter,"(3.566, 10.821]"
2017-02-25 09:00:00,8.68,74.38333,0.0875,272.08333,128.43167,27611.18644,17074.16413,13324.2211,9,Saturday,2,Winter,"(3.566, 10.821]"
2017-02-25 10:00:00,11.43833,65.195,0.08683,449.2,38.23833,31428.81356,19265.04559,15170.89447,10,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 11:00:00,14.365,53.125,0.0855,578.23333,53.78,33560.33898,20141.03344,16365.34673,11,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 12:00:00,16.25,40.19167,0.08583,654.9,63.465,34252.88136,20624.92401,17507.69849,12,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 13:00:00,16.62167,40.32333,0.0855,661.03333,65.19333,33907.11864,20688.7538,17807.75879,13,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 14:00:00,17.04167,37.71333,0.08517,639.86667,64.93167,33209.49153,20163.52584,17307.9799,14,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 15:00:00,17.21167,36.00333,0.08517,573.48333,121.6,32722.37288,19444.9848,16799.51759,15,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 16:00:00,16.98,36.275,0.08233,442.01667,360.3,31536.61017,18383.58663,16197.46734,16,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 17:00:00,16.06167,40.06,0.084,252.91667,281.58333,31212.20339,17923.40426,16416.48241,17,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 18:00:00,15.22333,42.485,0.0845,85.38833,99.91333,38795.59322,22430.39514,23060.26131,18,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 19:00:00,14.125,47.44,0.08433,2.87833,2.88933,42579.66102,24483.89058,25458.81407,19,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 20:00:00,13.83833,47.48,0.0825,0.0695,0.11817,42541.01695,24341.64134,25346.89447,20,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 21:00:00,13.16,55.2,0.08567,0.06533,0.113,41154.91525,23790.88146,24749.66834,21,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 22:00:00,13.49333,58.75667,0.08283,0.06117,0.12567,38732.54237,22651.06383,23635.29648,22,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-25 23:00:00,13.78667,60.81667,0.08117,0.05867,0.1095,34443.05085,20375.07599,20942.47236,23,Saturday,2,Winter,"(10.821, 18.039]"
2017-02-26 00:00:00,13.375,62.88333,0.083,0.04633,0.11667,29470.16949,17537.99392,18053.78894,0,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 01:00:00,13.015,65.28333,0.08283,0.04833,0.1255,25845.76271,15126.44377,16090.37186,1,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 02:00:00,12.34333,66.845,0.084,0.03917,0.1355,23820.0,13454.71124,14678.83417,2,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 03:00:00,11.82333,68.415,0.08517,0.05783,0.1455,22842.71187,12483.28268,14168.44221,3,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 04:00:00,11.395,69.32167,0.08717,0.05617,0.1405,22677.9661,12375.07599,13904.0804,4,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 05:00:00,10.96833,70.51333,0.08533,0.0545,0.1675,23643.05085,12908.81459,14474.29146,5,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 06:00:00,11.31833,68.18333,0.08583,0.058,0.1515,21879.66102,11984.80243,13083.9799,6,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 07:00:00,11.68,65.49667,0.08483,1.04567,1.03667,20132.54237,10546.50456,10043.8191,7,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 08:00:00,11.84167,65.20333,0.08733,83.17167,84.685,21775.9322,11738.60182,11063.63819,8,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 09:00:00,13.46833,60.405,0.08433,265.43333,172.65833,25354.57627,13765.95745,12600.60302,9,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 10:00:00,15.79667,50.34667,0.08333,441.18333,41.27,29081.69491,16097.26444,15091.7789,10,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 11:00:00,16.5,50.89167,0.08333,574.4,43.295,31547.79661,17444.9848,16276.58292,11,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 12:00:00,17.12,50.335,0.08483,655.66667,46.82333,32376.61017,18133.1307,16873.80904,12,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 13:00:00,17.79,49.88333,0.0845,681.78333,51.46167,32933.89831,18262.61398,17096.68342,13,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 14:00:00,18.30667,50.14,0.08583,647.41667,65.035,31751.18644,18136.17021,17002.13065,14,Sunday,2,Winter,"(18.039, 25.258]"
2017-02-26 15:00:00,18.39333,52.375,0.08433,547.28333,177.05,31041.35593,17728.87538,16622.95478,15,Sunday,2,Winter,"(18.039, 25.258]"
2017-02-26 16:00:00,18.07333,54.36167,0.083,413.13333,394.48333,29988.81356,17066.2614,16139.57789,16,Sunday,2,Winter,"(18.039, 25.258]"
2017-02-26 17:00:00,17.14167,57.33667,0.0825,248.03333,276.03333,30367.11865,17307.59878,16774.43216,17,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 18:00:00,16.48833,60.93167,0.0835,98.41833,108.55833,37736.94915,21823.7082,23632.40201,18,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 19:00:00,14.98667,67.20167,0.082,2.63183,2.6255,41456.94915,24008.51064,25636.34171,19,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 20:00:00,14.24167,69.43333,0.08417,0.04633,0.10317,42070.16949,24465.04559,25749.22613,20,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 21:00:00,13.93667,69.52833,0.08517,0.0335,0.11067,41140.67797,24414.58967,24754.49246,21,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 22:00:00,13.785,69.025,0.08467,0.0385,0.13017,38300.33898,22911.8541,23155.77889,22,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-26 23:00:00,13.38,70.17,0.08167,0.03283,0.1475,32956.27119,20011.55015,20381.90955,23,Sunday,2,Winter,"(10.821, 18.039]"
2017-02-27 00:00:00,13.15,70.10833,0.08333,0.04333,0.15067,28030.16949,16970.82067,17098.61307,0,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 01:00:00,13.725,65.04167,0.083,0.04217,0.173,24743.38983,14758.66262,15516.30151,1,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 02:00:00,14.525,59.67333,0.0795,0.04817,0.13583,23143.72882,13736.17021,14638.31156,2,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 03:00:00,15.35167,57.355,0.079,0.04633,0.136,22083.05085,13363.52583,13922.41206,3,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 04:00:00,15.25333,58.23167,0.079,0.05567,0.13533,22562.0339,13285.71428,13935.9196,4,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 05:00:00,15.20333,57.12333,0.07917,0.04283,0.118,23775.25424,14088.1459,14517.70854,5,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 06:00:00,14.88,58.48167,0.07983,0.04883,0.136,22880.33898,13835.86626,13342.55276,6,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 07:00:00,13.56333,68.71667,0.08133,2.00383,1.9775,23185.42373,14891.79332,11118.63316,7,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 08:00:00,13.03,74.91667,0.08183,88.84,87.345,25886.44068,16240.12158,11671.47739,8,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 09:00:00,13.81333,69.53667,0.0815,239.11667,201.63333,28685.08474,18126.44377,13552.88442,9,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 10:00:00,14.96,63.56167,0.08083,398.55,116.6,31726.77966,19523.40426,14771.45729,10,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 11:00:00,15.84833,59.84833,0.08217,594.81667,77.40667,33572.54237,20991.48936,15775.8392,11,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 12:00:00,16.47,57.37667,0.08317,674.41667,62.695,34404.40678,21761.70213,16473.40704,12,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 13:00:00,16.93167,57.58333,0.0825,705.56667,82.21,34462.37288,21699.69605,16857.40704,13,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 14:00:00,17.28167,56.29167,0.08317,669.85,78.24333,34604.74576,20942.24924,16819.7789,14,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 15:00:00,17.45833,57.025,0.0825,564.38333,151.39,34070.84746,20758.05471,16196.50251,15,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 16:00:00,16.66833,60.50167,0.083,435.21667,463.11667,32949.15254,20029.17933,15681.28643,16,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 17:00:00,16.14667,60.00167,0.08233,235.01667,263.0,32153.8983,19686.93009,16041.16583,17,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 18:00:00,16.035,57.205,0.08167,75.55167,86.37,40316.94915,24458.35866,23400.84422,18,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 19:00:00,15.39,60.53,0.08017,3.42367,3.34817,43670.84746,26012.15806,25230.15076,19,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 20:00:00,15.42667,58.345,0.08133,0.05567,0.11983,43568.13559,25897.87234,25386.45226,20,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 21:00:00,14.00333,66.97667,0.0825,0.044,0.11133,41733.55932,25173.86018,24821.06532,21,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 22:00:00,13.79667,67.77833,0.083,0.04233,0.12167,37900.67797,23071.73252,22622.23116,22,Monday,2,Winter,"(10.821, 18.039]"
2017-02-27 23:00:00,13.89667,66.79333,0.08183,0.0415,0.13783,32341.01695,19753.79939,19602.33166,23,Monday,2,Winter,"(10.821, 18.039]"
2017-02-28 00:00:00,15.025,58.27833,0.08083,0.03983,0.11367,27467.79661,17099.08815,16797.58794,0,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 01:00:00,15.38167,54.35667,0.0815,0.07083,0.0965,24588.81356,14911.2462,15090.81407,1,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 02:00:00,14.95333,57.13667,0.08267,0.052,0.125,23110.16949,13753.19149,14462.71357,2,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 03:00:00,14.27833,60.54,0.08267,0.052,0.12683,22471.52542,13327.65957,13988.98492,3,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 04:00:00,13.44167,66.56167,0.083,0.061,0.12133,22365.76271,13308.81459,13956.18091,4,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 05:00:00,13.24167,67.10667,0.08517,0.05183,0.15767,23824.0678,14356.8389,14677.86935,5,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 06:00:00,12.86833,68.59667,0.08483,0.0495,0.17067,22553.89831,14095.44073,13227.73869,6,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 07:00:00,13.00333,65.66667,0.08417,1.46133,1.424,23066.44068,14947.72036,11020.2211,7,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 08:00:00,13.38,62.43833,0.0855,78.86167,79.31,25686.10169,16403.64742,11507.45729,8,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 09:00:00,14.88333,57.78667,0.08267,270.15,258.11667,28198.98305,18119.75684,13369.56784,9,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 10:00:00,16.80333,48.83667,0.08417,443.38333,95.49667,31946.44068,19252.88754,14875.65829,10,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 11:00:00,17.60167,49.78667,0.084,576.86667,64.35167,33883.72881,20415.80547,15757.50754,11,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 12:00:00,18.44333,47.42333,0.082,674.8,73.80833,34955.59322,21004.25532,16421.30653,12,Tuesday,2,Winter,"(18.039, 25.258]"
2017-02-28 13:00:00,19.04167,45.325,0.0815,678.8,129.35,34837.62712,20848.63222,16641.28643,13,Tuesday,2,Winter,"(18.039, 25.258]"
2017-02-28 14:00:00,19.04833,44.86667,0.08317,649.28333,164.76667,33360.0,20922.18845,16298.77387,14,Tuesday,2,Winter,"(18.039, 25.258]"
2017-02-28 15:00:00,18.975,45.98833,0.08267,515.75,300.86667,32701.01695,20940.42553,16213.86935,15,Tuesday,2,Winter,"(18.039, 25.258]"
2017-02-28 16:00:00,18.47667,51.92333,0.0825,403.58333,429.21667,32465.08474,20155.6231,15578.05025,16,Tuesday,2,Winter,"(18.039, 25.258]"
2017-02-28 17:00:00,16.74833,60.70833,0.08217,210.0,219.31667,32618.64407,19803.64742,15899.33668,17,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 18:00:00,15.50167,64.03167,0.08217,34.25833,32.98,40023.05085,23658.96656,22934.83417,18,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 19:00:00,14.46167,69.35,0.08233,4.36217,4.2575,43509.15254,25774.46809,25260.0603,19,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 20:00:00,13.63833,71.8,0.08217,0.04283,0.14167,43296.61017,25612.76596,25481.00502,20,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 21:00:00,13.41,71.93333,0.08217,0.04083,0.121,41508.81356,25133.7386,24700.46231,21,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 22:00:00,14.065,67.49833,0.08483,0.03733,0.129,37709.49153,22844.9848,22549.86935,22,Tuesday,2,Winter,"(10.821, 18.039]"
2017-02-28 23:00:00,13.57833,66.52167,0.08233,0.04517,0.13833,32155.9322,19621.8845,19423.8392,23,Tuesday,2,Winter,"(10.821, 18.039]"
2017-03-01 00:00:00,12.68333,85.08333,0.09233,0.035,0.13267,27609.19149,17114.63414,16727.41936,0,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 01:00:00,12.19833,86.1,0.09283,0.03817,0.15567,24537.19149,15078.65854,14954.51613,1,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 02:00:00,11.99,86.6,0.092,0.03417,0.1235,23117.61702,13976.82927,14187.09677,2,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 03:00:00,11.52167,87.38333,0.08767,0.02817,0.12917,22286.29787,13626.21951,13737.09678,3,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 04:00:00,10.84833,88.16667,0.0945,0.041,0.11983,22264.85106,13531.70732,13677.09677,4,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 05:00:00,10.33167,88.95,0.09367,0.049,0.12483,23642.55319,14396.95122,14243.2258,5,Wednesday,3,Summer,"(3.566, 10.821]"
2017-03-01 06:00:00,10.18167,89.23333,0.09183,0.04217,0.1265,22736.68085,14221.34146,12919.35484,6,Wednesday,3,Summer,"(3.566, 10.821]"
2017-03-01 07:00:00,9.90333,89.05,0.09067,1.67117,1.60933,23210.55319,15273.78049,10910.32258,7,Wednesday,3,Summer,"(3.566, 10.821]"
2017-03-01 08:00:00,10.31333,87.76667,0.08967,97.90167,99.735,25567.65958,16754.26829,11580.0,8,Wednesday,3,Summer,"(3.566, 10.821]"
2017-03-01 09:00:00,11.65333,85.68333,0.091,279.73333,289.25,29195.23404,18785.36585,13412.90323,9,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 10:00:00,14.90833,75.11667,0.08767,451.81667,263.85,31733.10638,18782.92683,16076.12903,10,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 11:00:00,17.83333,63.245,0.08583,583.76667,48.40833,33699.06383,19435.97561,16969.35484,11,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 12:00:00,19.30167,59.42833,0.08567,661.43333,39.35667,34317.95745,19901.21951,17771.6129,12,Wednesday,3,Summer,"(18.039, 25.258]"
2017-03-01 13:00:00,20.51333,54.76833,0.08517,692.53333,38.87,34283.23404,19765.85366,18236.12903,13,Wednesday,3,Summer,"(18.039, 25.258]"
2017-03-01 14:00:00,21.625,52.06333,0.08633,656.5,40.56,33431.48936,19629.26829,17675.80645,14,Wednesday,3,Summer,"(18.039, 25.258]"
2017-03-01 15:00:00,21.705,53.16667,0.08533,566.71667,123.28,32924.93617,20685.36586,16076.12903,15,Wednesday,3,Summer,"(18.039, 25.258]"
2017-03-01 16:00:00,21.46167,55.47833,0.08517,427.33333,458.91667,32061.95745,20126.82927,15642.58064,16,Wednesday,3,Summer,"(18.039, 25.258]"
2017-03-01 17:00:00,20.59667,59.66333,0.0845,249.51667,278.75,31674.89362,19657.92683,15745.16129,17,Wednesday,3,Summer,"(18.039, 25.258]"
2017-03-01 18:00:00,18.99,63.98667,0.08167,66.54333,75.22167,39342.6383,23639.02439,22278.3871,18,Wednesday,3,Summer,"(18.039, 25.258]"
2017-03-01 19:00:00,17.88333,66.54,0.08283,3.17533,3.26067,43508.42553,26057.31707,24844.83871,19,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 20:00:00,16.92833,69.49167,0.083,0.03733,0.1105,43425.70213,25870.12195,25049.03226,20,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 21:00:00,15.51167,77.46667,0.08183,0.0275,0.14233,41910.12766,25176.82927,24401.6129,21,Wednesday,3,Summer,"(10.821, 18.039]"
2017-03-01 22:00:00,14.95833,80.41667,0.08467,0.03467,0.1475,38387.74468,23219.51219,23003.2258,22,Wednesday,3,Summer,"(10.821, 18.039]"
